created_at,entry_id,field4
2024-04-29 14:37:14 UTC,2918,0.00000
2024-04-29 14:37:35 UTC,2919,0.00000
2024-04-29 14:37:55 UTC,2920,0.00000
2024-04-29 14:38:17 UTC,2921,0.00000
2024-04-29 14:38:37 UTC,2922,0.00000
2024-04-29 14:38:58 UTC,2923,0.00000
2024-04-29 14:39:18 UTC,2924,0.00000
2024-04-29 14:39:39 UTC,2925,0.00000
2024-04-29 14:39:59 UTC,2926,0.00000
2024-04-29 14:40:21 UTC,2927,0.00000
2024-04-29 14:40:45 UTC,2928,0.00000
2024-04-29 14:41:05 UTC,2929,0.00000
2024-04-29 14:41:26 UTC,2930,0.00000
2024-04-29 14:41:47 UTC,2931,0.00000
2024-04-29 14:42:08 UTC,2932,0.00000
2024-04-29 14:42:28 UTC,2933,0.00000
2024-04-29 14:42:49 UTC,2934,0.00000
2024-04-29 14:43:09 UTC,2935,0.00000
2024-04-29 14:43:30 UTC,2936,0.00000
2024-04-29 14:43:50 UTC,2937,0.00000
2024-04-29 14:44:11 UTC,2938,0.00000
2024-04-29 14:44:31 UTC,2939,0.00000
2024-04-29 14:44:51 UTC,2940,0.00000
2024-04-29 14:45:15 UTC,2941,0.00000
2024-04-29 14:45:35 UTC,2942,0.00000
2024-04-29 14:45:56 UTC,2943,0.00000
2024-04-29 14:46:18 UTC,2944,0.00000
2024-04-29 14:46:39 UTC,2945,0.00000
2024-04-29 14:47:00 UTC,2946,0.00000
2024-04-29 14:47:20 UTC,2947,0.00000
2024-04-29 14:47:41 UTC,2948,0.00000
2024-04-29 14:48:01 UTC,2949,0.00000
2024-04-29 14:48:22 UTC,2950,0.00000
2024-04-29 14:48:42 UTC,2951,0.00000
2024-04-29 14:49:03 UTC,2952,0.00000
2024-04-29 14:49:23 UTC,2953,0.00000
2024-04-29 14:49:44 UTC,2954,0.00000
2024-04-29 14:50:05 UTC,2955,0.00000
2024-04-29 14:50:26 UTC,2956,0.00000
2024-04-29 14:50:46 UTC,2957,0.00000
2024-04-29 14:51:07 UTC,2958,0.00000
2024-04-29 14:51:27 UTC,2959,0.00000
2024-04-29 14:51:48 UTC,2960,0.00000
2024-04-29 14:52:08 UTC,2961,0.00000
2024-04-29 14:52:29 UTC,2962,0.00000
2024-04-29 14:52:49 UTC,2963,0.00000
2024-04-29 14:53:10 UTC,2964,0.00000
2024-04-29 14:53:30 UTC,2965,0.00000
2024-04-29 14:53:51 UTC,2966,0.00000
2024-04-29 14:54:11 UTC,2967,0.00000
2024-04-29 14:54:33 UTC,2968,0.00000
2024-04-29 14:54:56 UTC,2969,0.00000
2024-04-29 14:55:16 UTC,2970,0.00000
2024-04-29 14:55:37 UTC,2971,0.00000
2024-04-29 14:55:57 UTC,2972,0.00000
2024-04-29 14:56:18 UTC,2973,0.00000
2024-04-29 14:56:38 UTC,2974,0.00000
2024-04-29 14:56:59 UTC,2975,0.00000
2024-04-29 14:57:20 UTC,2976,0.00000
2024-04-29 14:57:41 UTC,2977,0.00000
2024-04-29 14:58:01 UTC,2978,0.00000
2024-04-29 14:58:22 UTC,2979,0.00000
2024-04-29 14:58:42 UTC,2980,0.00000
2024-04-29 14:59:03 UTC,2981,0.00000
2024-04-29 14:59:23 UTC,2982,0.00000
2024-04-29 14:59:44 UTC,2983,0.00000
2024-04-29 15:00:04 UTC,2984,0.00000
2024-04-29 15:00:25 UTC,2985,0.00000
2024-04-29 15:00:46 UTC,2986,0.00000
2024-04-29 15:01:06 UTC,2987,0.00000
2024-04-29 15:01:27 UTC,2988,0.00000
2024-04-29 15:01:50 UTC,2989,0.00000
2024-04-29 15:02:10 UTC,2990,0.00000
2024-04-29 15:02:31 UTC,2991,0.00000
2024-04-29 15:02:51 UTC,2992,0.00000
2024-04-29 15:03:12 UTC,2993,0.00000
2024-04-29 15:03:32 UTC,2994,0.00000
2024-04-29 15:03:53 UTC,2995,0.00000
2024-04-29 15:04:13 UTC,2996,0.00000
2024-04-29 15:04:36 UTC,2997,0.00000
2024-04-29 15:04:57 UTC,2998,0.00000
2024-04-29 15:05:18 UTC,2999,205.25000
2024-04-29 15:05:38 UTC,3000,0.00000
2024-04-29 15:06:01 UTC,3001,0.00000
2024-04-29 15:06:22 UTC,3002,0.00000
2024-04-29 15:06:42 UTC,3003,0.00000
2024-04-29 15:07:03 UTC,3004,0.00000
2024-04-29 15:07:23 UTC,3005,0.00000
2024-04-29 15:07:44 UTC,3006,0.00000
2024-04-29 15:08:04 UTC,3007,0.00000
2024-04-29 15:08:25 UTC,3008,0.00000
2024-04-29 15:08:45 UTC,3009,0.00000
2024-04-29 15:09:06 UTC,3010,0.00000
2024-04-29 15:09:26 UTC,3011,0.00000
2024-04-29 15:09:47 UTC,3012,0.00000
2024-04-29 15:10:07 UTC,3013,0.00000
2024-04-29 15:10:28 UTC,3014,0.00000
2024-04-29 15:10:48 UTC,3015,0.00000
2024-04-29 15:11:09 UTC,3016,0.00000
2024-04-29 15:11:29 UTC,3017,0.00000
